File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,a,V,NRIXS exp,da,P
FeNiSi_Ambient_021,0.05717965173278752,0.7915013346244615,22.0,27,0.8602549999999999,3,2.8575627236363013,23.333899116200172,FeNiSi_Ambient,8.902213135275135e-05,0.3425172390208551
FeNiSi_DAC14_P1a_004,0.002642219542943589,0.08160369495868583,24.0,26,0.8602549999999999,3,2.8221676818377284,22.47752258154955,FeNiSi_DAC14_P1,7.06490753505411e-05,6.889702648182258
FeNiSi_DAC14_P1b_002,0.0031698424868243785,0.06082916372084851,24.0,26,0.8602549999999999,3,2.820333556703108,22.433726670274712,FeNiSi_DAC14_P1,7.376663242990639e-05,7.269059329917446
FeNiSi_DAC14_P2a_006,0.002993373395669865,0.06777754981160546,24.0,26,0.8602549999999999,3,2.8172420867760515,22.36003623913875,FeNiSi_DAC14_P2,7.797803238881711e-05,7.918004412381658
FeNiSi_DAC14_P2b_005,0.002854279496699378,0.06471795937254275,24.0,26,0.8602549999999999,3,2.8139505074431788,22.281753429991245,FeNiSi_DAC14_P2,6.782591155648669e-05,8.622276346597559
FeNiSi_DAC14_P3a_016,0.0027134108900435873,0.05829264631565904,24.0,26,0.8602549999999999,3,2.842852997562148,22.975406783984194,FeNiSi_DAC14_P3,7.112567327218298e-05,2.891181758186103
FeNiSi_DAC14_P3b_015,0.00278763148756876,0.06311441495874702,24.0,26,0.8602549999999999,3,2.842246172668996,22.96069718805469,FeNiSi_DAC14_P3,7.084155621378192e-05,3.001414905487312
FeNiSi_DAC14_P4b_028,0.002523337921684773,0.06240691272880091,24.0,26,0.8602549999999999,3,2.8611975068653415,23.423053687099205,FeNiSi_Ambient,6.330561678741727e-05,-0.25182735343035384
FeNiSi_DAC15_P1a_006,0.005014394674033832,0.15445274056968508,23.8,26,0.8602549999999999,3,2.8244495574542285,22.532089566022485,FeNiSi_DAC15_P1,0.00010718851464427559,6.423546607747678
FeNiSi_DAC15_P1b_005,0.0049529047333927035,0.15851099221426418,24.0,26,0.8602549999999999,3,2.8239375299962988,22.51983766672101,FeNiSi_DAC15_P1,9.35432224382134e-05,6.527589469663122
