Date,Folder,Index,fLM,dfLM,KE,dKE,MFC,dMFC,fLM T=0,dfLM T=0,KE T=0,dKE T=0,Cvib,dCvib,Svib,dSvib,Resilience,dResilience,TLM,dTLM,IF,dIF,highTIF,dhighTIF,Fvib,dFvib
Nov 2013,2013Nov_DAC14_P1,FeNiSi_DAC14_P1,0.787,0.0015,14.2296,0.1295,178.7308,8.776,0.9232,0.0003,6.978,0.1099,2.7071,0.0145,3.0716,0.0145,96.0061,0.779,1303.5,10.58,1.5128,0.1503,1.53,0.0751,6.1223,0.7424
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.8411,0.001,14.7023,0.1046,250.0924,5.3029,0.9334,0.0003,8.0642,0.0819,2.6175,0.014,2.7055,0.0132,138.2898,0.9822,1877.6,13.33,2.0612,0.1214,2.1409,0.0454,18.1863,0.529
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.8521,0.001,14.7784,0.1068,259.6708,5.6699,0.9359,0.0003,8.307,0.085,2.5987,0.0139,2.6059,0.0127,150.433,1.1289,2042.5,15.33,2.1496,0.124,2.2229,0.0485,21.2183,0.5421
Feb 2014,2014Feb_DAC15_P1,FeNiSi_DAC15_P1,0.7788,0.0015,14.0693,0.0975,155.0168,4.7845,0.9211,0.0003,6.6372,0.074,2.7379,0.014,3.1678,0.0145,93.903,0.7797,1274.9,10.59,1.3267,0.1131,1.327,0.041,2.4049,0.5131
Mar 2015,2015Mar_Ambient,FeNiSi_Ambient,0.7681,0.001,14.0885,0.0582,160.4872,1.9591,0.919,0.0002,6.5557,0.0385,2.7407,0.0099,3.2407,0.0107,89.109,0.4746,1209.9,6.44,1.349,0.0675,1.3739,0.0168,0.5882,0.27
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,0.8635,0.0009,14.9669,0.1061,287.1142,5.2409,0.9387,0.0003,8.7246,0.0831,2.5611,0.0142,2.4846,0.0125,164.282,1.2728,2230.5,17.28,2.3683,0.1231,2.4579,0.0449,25.5667,0.5277
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,0.8708,0.001,15.1494,0.1548,314.7874,10.3111,0.9407,0.0003,9.0917,0.1341,2.5272,0.0158,2.391,0.0133,173.506,1.542,2355.7,20.94,2.5801,0.1797,2.6948,0.0883,29.2243,0.8308
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,0.88,0.001,15.3322,0.1832,342.0303,13.3104,0.9431,0.0003,9.4738,0.1641,2.4922,0.016,2.2875,0.0129,189.7958,1.7811,2576.9,24.18,2.7923,0.2127,2.928,0.1139,32.9459,1.008
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.891,0.0013,15.6418,0.1884,389.1899,10.3691,0.9463,0.0004,10.0767,0.1558,2.4354,0.0217,2.1419,0.0172,214.8631,2.9342,2917.2,39.84,3.1515,0.2186,3.3317,0.0888,38.4086,0.957
